Year,Region,AFS Name,Sum Pounds,Sum Dollars
2007,Gulf*,"SHRIMP, DENDROBRANCHIATA","1,260,739","3,288,464"
2007,Gulf*,"SHRIMP, FW",120,225
2007,Gulf*,"SHRIMP, MARINE, OTHER","230,323","716,619"
2007,Gulf*,"SHRIMP, PINK","5,351,800","10,478,546"
2007,Gulf*,"SHRIMP, ROCK","257,629","358,192"
2007,Gulf*,"SHRIMP, ROYAL RED","969,133","2,066,788"
2007,Gulf*,"SHRIMP, SEABOB","1,520,283","582,762"
2007,Gulf*,"SHRIMP, WHITE","105,303,859","183,066,381"
2007,Gulf*,SILVER CARP,"14,149",987
2007,Gulf*,SILVER SEATROUT,"16,644","12,025"
2007,Gulf*,SKATES,NA,NA
2007,Gulf*,SLATE PENCIL URCHIN,"8,052","6,363"
2007,Gulf*,SLIPPERY DICK,297,650
2007,Gulf*,"SNAIL, MOON",3,3
2007,Gulf*,SNAILS,"227,395","45,686"
2007,Gulf*,SNAPPER CARIBBEAN RED,7,10
2007,Gulf*,"SNAPPER, BLACK",784,860
2007,Gulf*,"SNAPPER, BLACKFIN","7,065","18,587"
2007,Gulf*,"SNAPPER, CUBERA","2,764","3,635"
2007,Gulf*,"SNAPPER, DOG","1,223",908
2007,Gulf*,"SNAPPER, GRAY","241,114","520,798"
2007,Gulf*,"SNAPPER, LANE","32,451","69,286"
2007,Gulf*,"SNAPPER, MAHOGANY",NA,NA
2007,Gulf*,"SNAPPER, MUTTON","214,384","464,849"
2007,Gulf*,"SNAPPER, QUEEN","14,470","39,515"
2007,Gulf*,"SNAPPER, RED","2,986,203","9,527,618"
2007,Gulf*,"SNAPPER, SCHOOLMASTER",415,"1,030"
2007,Gulf*,"SNAPPER, SILK","35,988","103,445"
2007,Gulf*,"SNAPPER, VERMILION","2,516,576","5,688,725"
2007,Gulf*,"SNAPPER, YELLOWTAIL","978,132","2,556,434"
2007,Gulf*,SNAPPERS,"13,749","26,357"
2007,Gulf*,SOUTHERN PUFFER,"2,012","1,299"
2007,Gulf*,SOUTHERN QUAHOG,"218,595","1,745,678"
2007,Gulf*,SOUTHERN STARGAZER,7,2
2007,Gulf*,SOUTHERN STINGRAY,43,"2,150"
2007,Gulf*,SPADEFISHES,"13,573","6,151"
2007,Gulf*,SPANISH HOGFISH,171,"1,348"
2007,Gulf*,SPINY FILECLAM,"2,175","1,885"
2007,Gulf*,SPINY SEA STAR,"3,205","4,319"
2007,Gulf*,SPIROBRANCHUS GIGANTEUS,557,"1,769"
2007,Gulf*,"SPONGE, GRASS","188,322","209,158"
2007,Gulf*,"SPONGE, YELLOW","190,190","311,880"
2007,Gulf*,SPONGES,"7,745","23,499"
2007,Gulf*,"SPONGES, OTHER","82,921","80,561"
2007,Gulf*,SPOT,"40,717","18,706"
2007,Gulf*,SPOTFIN BUTTERFLYFISH,302,928
2007,Gulf*,SPOTFIN HOGFISH,"1,576","20,495"
2007,Gulf*,SPOTFIN JAWFISHES,94,157
2007,Gulf*,SPOTTED CLEANER SHRIMP,311,605
2007,Gulf*,SPOTTED DRUM,39,529
2007,Gulf*,SPOTTED GAR,NA,NA
2007,Gulf*,SPOTTED GOATFISH,19,75
2007,Gulf*,SPOTTED MORAY,118,"1,011"
2007,Gulf*,SPOTTED PORCELAIN CRAB,"9,307","7,396"
2007,Gulf*,SPOTTED SPINY LOBSTER,232,"1,070"
2007,Gulf*,SPOTTED TRUNKFISH,5,39
2007,Gulf*,SQUIDS,"14,753","14,343"
2007,Gulf*,SQUIRRELFISHES,897,"1,582"
2007,Gulf*,"STAR, SERPENT BRITTLE","13,813","13,995"
2007,Gulf*,STARGAZER FAMILY,23,68
2007,Gulf*,"STARS, BRITTLE","3,861","4,482"
2007,Gulf*,"STARS, OTHER SEA","86,222","401,878"
2007,Gulf*,STOMOLOPHUS,"1,480,320","171,899"
2007,Gulf*,STOPLIGHT PARROTFISH,77,398
2007,Gulf*,STRIPED BURRFISH,"5,998","5,184"
2007,Gulf*,STRIPED PARROTFISH,110,884
2007,Gulf*,SUCKERS,"20,626","8,757"
2007,Gulf*,SUN ANEMONE,792,"2,293"
2007,Gulf*,SUNSHINEFISH,"1,829","2,489"
2007,Gulf*,SURGEONFISHES,"1,199","2,349"
2007,Gulf*,SWORDFISH,"1,516,153","4,130,758"
2007,Gulf*,TEGULA,"7,600","2,524"
2007,Gulf*,TEUTHIDA,"49,933","32,081"
2007,Gulf*,THINSTRIPE HERMIT,"120,311","34,487"
2007,Gulf*,THREELINE BASSLET,7,2
2007,Gulf*,THREESPOT DAMSELFISH,102,136
2007,Gulf*,TILAPIAS,"96,935","60,943"
2007,Gulf*,"TILEFISH, ANCHOR",132,236
2007,Gulf*,"TILEFISH, BLACKLINE",453,503
2007,Gulf*,"TILEFISH, BLUELINE","147,180","134,907"
2007,Gulf*,"TILEFISH, GOLDEN","626,273","1,287,697"
2007,Gulf*,"TILEFISH, GOLDFACE",NA,NA
2007,Gulf*,"TILEFISH, SAND",909,"1,597"
2007,Gulf*,TILEFISHES,NA,NA
2007,Gulf*,TOADFISHES,"1,656","1,750"
2007,Gulf*,TOBACCOFISH,90,296
2007,Gulf*,TRICOLOR HERMIT,"2,396,372","303,346"
2007,Gulf*,"TRIGGERFISH, GRAY","32,472","28,936"
2007,Gulf*,"TRIGGERFISH, QUEEN",6,110
2007,Gulf*,TRIPLETAIL,"10,493","23,156"
2007,Gulf*,TROCHIDAE,"28,959","8,865"
2007,Gulf*,TRUE CRABS,"1,930","1,448"
2007,Gulf*,TRUE TULIP,"5,773","1,389"
2007,Gulf*,TRUMPETFISH,40,366
2007,Gulf*,"TUNA, ALBACORE","43,771","31,751"
2007,Gulf*,"TUNA, BIGEYE","178,216","520,383"
2007,Gulf*,"TUNA, BLACKFIN","14,012","15,335"
2007,Gulf*,"TUNA, BLUEFIN","80,181","362,606"
2007,Gulf*,"TUNA, LITTLE TUNNY","506,327","146,808"
2007,Gulf*,"TUNA, SKIPJACK",441,"1,027"
2007,Gulf*,"TUNA, YELLOWFIN","3,078,620","10,310,854"
2007,Gulf*,TUNAS,"2,760","4,518"
2007,Gulf*,TURBINELLIDAE,"701,351","143,877"
2007,Gulf*,TURBINIDAE,"1,458,920","219,486"
2007,Gulf*,"TURTLE, SNAPPING",58,636
2007,Gulf*,TURTLES,833,"1,179"
2007,Gulf*,TWOSPOT CARDINALFISH,14,26
2007,Gulf*,UCA,"1,630,100","56,468"
2007,Gulf*,ULOTRICHALES,"10,318","16,587"
2007,Gulf*,UNIDENTIFIED (SHARKS),"109,652","1,024,208"
2007,Gulf*,WAHOO,"144,498","185,957"
2007,Gulf*,WENCHMAN,"15,652","7,051"
2007,Gulf*,"WHELK, KNOBBED",1,3
2007,Gulf*,"WHELK, LIGHTNING","11,258","11,873"
2007,Gulf*,WHITESPOTTED FILEFISH,17,186
2007,Gulf*,WITHHELD FOR CONFIDENTIALITY,NA,NA
2007,Gulf*,WRASSE BASS,95,"1,724"
2007,Gulf*,WRASSE BLENNY,11,14
2007,Gulf*,WRASSE FAMILY,792,"2,638"
2007,Gulf*,WRECKFISH,"13,035","28,345"
2007,Gulf*,XYRICHTYS,98,310
2007,Gulf*,YELLOW JACK,"10,468","8,811"
2007,Gulf*,YELLOW STINGRAY,261,"2,577"
2007,Gulf*,YELLOWHEAD JAWFISH,"6,691","20,463"
2007,Gulf*,YELLOWHEAD WRASSE,454,"1,035"
2007,Gulf*,YELLOWLINE ARROW CRAB,"2,601","2,936"
2007,Gulf*,YELLOWLINE GOBY,6,15
2007,Gulf*,YELLOWTAIL DAMSELFISH,433,"1,318"
2007,Gulf*,YELLOWTAIL REEFFISH,72,83
2007,South Atlantic*,ACTINIIDAE,"15,820","11,054"
2007,South Atlantic*,ALPHEUS,"1,515","1,265"
2007,South Atlantic*,"AMBERJACK, GREATER","786,325","837,508"
2007,South Atlantic*,"AMBERJACK, LESSER","25,358","30,942"
2007,South Atlantic*,AMPHINOMIDAE,25,69
2007,South Atlantic*,ANCHOVIES,"69,868","21,391"
2007,South Atlantic*,"ANEMONE, GIANT CARIBBEAN","92,041","84,350"
2007,South Atlantic*,ANGELWING,12,36
2007,South Atlantic*,ANGULAR TRITON,1,6
2007,South Atlantic*,APLYSIIDAE,"1,884","4,965"
2007,South Atlantic*,ATLANTIC BUMPER,"14,782","7,447"
2007,South Atlantic*,ATLANTIC DEER COWRIE,"1,850","1,212"
2007,South Atlantic*,ATLANTIC MENHADEN,"123,453","35,656"
2007,South Atlantic*,ATLANTIC PYGMY OCTOPUS,712,"1,166"
2007,South Atlantic*,ATLANTIC SPADEFISH,"32,994","16,287"
2007,South Atlantic*,ATLANTIC THORNY OYSTER,864,"4,049"
2007,South Atlantic*,ATLANTIC WHITE-SPOTTED OCTOPUS,2,9
2007,South Atlantic*,BALLONFISH,892,"4,881"
2007,South Atlantic*,BANDED BLENNY,169,517
2007,South Atlantic*,BANDED BUTTERFLYFISH,223,731
2007,South Atlantic*,BANDED CORAL SHRIMP,"6,953","8,658"
2007,South Atlantic*,BANDED GUITARFISH,2,13
2007,South Atlantic*,BANK BUTTERFLYFISH,61,"3,125"
2007,South Atlantic*,BAR JACK,"20,086","18,928"
2007,South Atlantic*,"BARBIER, RED",8,400
2007,South Atlantic*,BARRED BLENNY,11,19
2007,South Atlantic*,BARRELFISH,"24,469","55,245"
2007,South Atlantic*,BASKET STAR,663,"1,829"
2007,South Atlantic*,"BASS, BLACK SEA","42,040","45,090"
2007,South Atlantic*,"BASS, LONGTAIL",62,75
2007,South Atlantic*,"BASS, ROCK SEA","5,668","6,710"
2007,South Atlantic*,"BASSES, MIXED SEA","1,819","1,294"
2007,South Atlantic*,BEAUGREGORY,310,405
2007,South Atlantic*,BELTED SANDFISH,64,423
2007,South Atlantic*,BICOLOR DAMSELFISH,321,352
2007,South Atlantic*,BIGEYE FAMILY,"7,704","5,344"
2007,South Atlantic*,"BISCUIT, INFLATED SEA",77,"1,198"
2007,South Atlantic*,"BISCUITS, SEA","20,201","8,330"
2007,South Atlantic*,BLACK BRITTLE STAR,"10,282","11,135"
2007,South Atlantic*,BLACKBAR SOLDIERFISH,64,295
2007,South Atlantic*,BLACKEAR WRASSE,6,11
2007,South Atlantic*,BLACKEDGE MORAY,82,167
2007,South Atlantic*,BLUE ANGELFISH,"7,543","101,544"
2007,South Atlantic*,BLUE CHROMIS,"4,284","7,717"
2007,South Atlantic*,BLUE PARROTFISH,35,277
2007,South Atlantic*,BLUE TANG,"2,629","11,568"
2007,South Atlantic*,BLUEFISH,"189,095","58,604"
2007,South Atlantic*,BLUEHEAD,"4,316","7,392"
2007,South Atlantic*,BLUESPOTTED CORNETFISH,2,30
2007,South Atlantic*,BONEFISH,"16,933","22,950"
2007,South Atlantic*,BOX CRABS,21,42
2007,South Atlantic*,BOXFISH GENUS,29,38
2007,South Atlantic*,BOXFISHES,"1,502","1,530"
2007,South Atlantic*,BROWN CHROMIS,227,408
2007,South Atlantic*,BRUISED NASSA,"183,550","40,325"
2007,South Atlantic*,BRYOZOANS,499,"3,423"
2007,South Atlantic*,BUTTER HAMLET,"1,046","3,101"
2007,South Atlantic*,BUTTERFLYFISHES,2,2
2007,South Atlantic*,CARDINALFISH FAMILY,81,153
2007,South Atlantic*,CARIBBEAN REEF OCTOPUS,32,206
2007,South Atlantic*,"CATFISH, CHANNEL",107,161
2007,South Atlantic*,"CATFISHES, SEA","10,008","4,721"
2007,South Atlantic*,CAULERPACEAE,"5,405","19,077"
2007,South Atlantic*,CHALK BASS,38,104
2007,South Atlantic*,CHAMIDAE,"1,170","2,985"
2007,South Atlantic*,CHERUBFISH,346,"1,550"
2007,South Atlantic*,CHESTNUT TURBAN,"147,432","29,093"
2007,South Atlantic*,"CLAM, SUNRAY VENUS",1,14
2007,South Atlantic*,CLAMS OR BIVALVES,"1,052","3,826"
2007,South Atlantic*,CLEANER SHRIMP,107,711
2007,South Atlantic*,CLINGFISH FAMILY,34,70
2007,South Atlantic*,CLOWN WRASSE,366,717
2007,South Atlantic*,COBIA,"131,914","361,209"
2007,South Atlantic*,COCOA DAMSELFISH,33,24
2007,South Atlantic*,COMBTOOTH BLENNY FAMILY,"3,928","4,844"
2007,South Atlantic*,COMMON OCTOPUS,359,"1,878"
2007,South Atlantic*,CONEY,50,210
2007,South Atlantic*,CONUS,"1,823",545
2007,South Atlantic*,CORALLINACEAE,30,30
2007,South Atlantic*,CORALS,"20,908","60,734"
2007,South Atlantic*,"CRAB, BLUE","10,375,314","10,943,713"
2007,South Atlantic*,"CRAB, DEEPSEA GOLDEN","440,629","649,389"
2007,South Atlantic*,"CRAB, HORSESHOE","30,287","39,598"
2007,South Atlantic*,CRABS,"37,892","36,530"
2007,South Atlantic*,CREOLE WRASSE,849,"3,674"
2007,South Atlantic*,"CROAKER, ATLANTIC","29,351","20,728"
2007,South Atlantic*,CROWN CONCH,"1,616","1,444"
2007,South Atlantic*,CUBBYU,15,60
2007,South Atlantic*,"CUCUMBERS, OTHER SEA","1,611","4,423"
2007,South Atlantic*,CUSK-EELS,"10,599","12,468"
2007,South Atlantic*,CUTLASSFISHES,"13,048","31,862"
2007,South Atlantic*,DAMSELFISH FAMILY,149,137
2007,South Atlantic*,DEEPWATER CORAL,"9,633","35,741"
2007,South Atlantic*,DEEPWATER SQUIRRELFISH,3,44
2007,South Atlantic*,DOCTORFISH,70,257
2007,South Atlantic*,"DOLLAR, NOTCHED SAND","28,000","4,530"
2007,South Atlantic*,"DOLLARS, OTHER SAND","595,637","81,276"
2007,South Atlantic*,DOLPHINFISH,"571,716","1,076,397"
2007,South Atlantic*,"DRUM, BLACK","30,490","26,103"
2007,South Atlantic*,DUSKY DAMSELFISH,24,72
2007,South Atlantic*,DUSKY JAWFISH,257,583
2007,South Atlantic*,DWARF SEAHORSE,"58,911","45,216"
2007,South Atlantic*,"EEL, AMERICAN","4,061","9,137"
2007,South Atlantic*,"EEL, MORAYS",112,"1,360"
2007,South Atlantic*,EELS,"1,685","2,709"
2007,South Atlantic*,"EELS, CONGER",274,131
2007,South Atlantic*,FALSE ARROW CRAB,"13,029","8,488"
2007,South Atlantic*,FEATHER STARS,25,38
2007,South Atlantic*,FIG,202,56
2007,South Atlantic*,FINFISH,"2,120,907","1,063,314"
2007,South Atlantic*,FLAMEFISH,"3,194","5,655"
2007,South Atlantic*,FLAMINGO TONGUE,237,124
2007,South Atlantic*,FLATFISH,921,"2,793"
2007,South Atlantic*,FLORIDA BLENNY,89,166
2007,South Atlantic*,FLORIDA CORALLIMORPHARIAN,"106,425","301,268"
2007,South Atlantic*,FLORIDA FIGHTING CONCH,"6,217","25,383"
2007,South Atlantic*,FLORIDA MITER,300,75
2007,South Atlantic*,FLORIDA REGAL DORIS,"2,242","2,828"
2007,South Atlantic*,FLORIDA SEA CUCUMBER,"18,739","10,197"
2007,South Atlantic*,"FLOUNDER, SOUTHERN","120,321","330,016"
2007,South Atlantic*,"FLOUNDER, SUMMER","24,595","39,549"
2007,South Atlantic*,FLOUNDERS,"72,018","182,129"
2007,South Atlantic*,FLYINGFISHES,"1,155",393
2007,South Atlantic*,FOUREYE BUTTERFLYFISH,"1,383","3,772"
2007,South Atlantic*,FRENCH ANGELFISH,"1,518","28,319"
2007,South Atlantic*,FROGFISHES,1,10
2007,South Atlantic*,FURCATE SPIDER CRAB,"3,284","2,373"
2007,South Atlantic*,GAG,"1,565,878","5,129,554"
2007,South Atlantic*,GLASS BLENNY,47,67
2007,South Atlantic*,GLASSEYE SNAPPER,11,43
2007,South Atlantic*,GLASSY SWEEPER,228,"1,410"
2007,South Atlantic*,GOATFISHES,"20,991","7,896"
2007,South Atlantic*,GOBY FAMILY,"1,877","2,362"
2007,South Atlantic*,GOLDENTAIL MORAY,148,"2,623"
2007,South Atlantic*,GOLDSPOTTED EEL,2,21
2007,South Atlantic*,GRAY ANGELFISH,"3,117","29,450"
2007,South Atlantic*,GRAYSBY,336,"1,197"
2007,South Atlantic*,GREAT BARRACUDA,"110,991","100,216"
2007,South Atlantic*,GREEN CLINGING CRAB,"98,641","62,411"
2007,South Atlantic*,GREEN MORAY,38,"1,310"
2007,South Atlantic*,GREEN SEA MAT,984,"3,726"
2007,South Atlantic*,GREEN SEA URCHIN,"23,802","65,111"
2007,South Atlantic*,GROOVED-BLADE SEA WHIP,"13,732","49,286"
2007,South Atlantic*,"GROUPER, BLACK","231,095","739,105"
2007,South Atlantic*,"GROUPER, MISTY","4,045","11,952"
2007,South Atlantic*,"GROUPER, RED","4,384,341","11,113,312"
2007,South Atlantic*,"GROUPER, SNOWY","229,158","647,420"
2007,South Atlantic*,"GROUPER, WARSAW","18,600","44,584"
2007,South Atlantic*,"GROUPER, YELLOWEDGE","839,388","2,616,008"
2007,South Atlantic*,"GROUPER, YELLOWFIN",864,"2,937"
2007,South Atlantic*,"GROUPER, YELLOWMOUTH",301,765
2007,South Atlantic*,GROUPERS,"1,278","6,365"
2007,South Atlantic*,"GRUNT, COTTONWICK",7,32
2007,South Atlantic*,"GRUNT, FRENCH","1,993","5,829"
2007,South Atlantic*,GRUNTS,"157,189","152,325"
2007,South Atlantic*,GULF BUTTERFISH,"630,989","292,885"
2007,South Atlantic*,GULF FLOUNDER,"37,576","82,426"
2007,South Atlantic*,GUYANA BUTTERFLYFISH,1,100
2007,South Atlantic*,HAIRY BLENNY,66,64
2007,South Atlantic*,"HAKES, RED AND WHITE",19,29
2007,South Atlantic*,HALICLONA COMPRESSA,"7,458","21,695"
2007,South Atlantic*,HALIEUTICHTHYS,663,611
2007,South Atlantic*,HALIMEDA,"2,368","1,775"
2007,South Atlantic*,HARLEQUIN BASS,407,898
2007,South Atlantic*,HEMIRAMPHUS,"970,851","761,189"
2007,South Atlantic*,"HERRING, ATLANTIC THREAD","119,699","28,919"
2007,South Atlantic*,HIGH-HAT,"1,904","5,416"
2007,South Atlantic*,"HIND, RED","1,682","3,713"
2007,South Atlantic*,"HIND, ROCK",479,"1,305"
2007,South Atlantic*,"HIND, SPECKLED","88,096","242,722"
2007,South Atlantic*,HIPPOSPONGIA,"137,542","476,797"
2007,South Atlantic*,HOGFISH,"33,913","99,932"
2007,South Atlantic*,HONEYCOMB COWFISH,"2,178","1,079"
2007,South Atlantic*,HORSE CONCH,384,"1,450"
2007,South Atlantic*,INSHORE LIZARDFISH,30,328
2007,South Atlantic*,IRISH POMPANO,"28,620","39,578"
2007,South Atlantic*,"JACK, ALMACO","87,740","85,661"
2007,South Atlantic*,"JACK, CREVALLE","465,318","351,251"
2007,South Atlantic*,"JACK, HORSE-EYE",36,15
2007,South Atlantic*,JACKKNIFE-FISH,631,"3,232"
2007,South Atlantic*,JACKS,"42,752","32,316"
2007,South Atlantic*,JAMAICAN CASSIOPEA,"3,010","2,629"
2007,South Atlantic*,JANTHINIDAE,2,3
2007,South Atlantic*,JAWFISH FAMILY,50,152
2007,South Atlantic*,JELLYFISH,467,"2,127"
2007,South Atlantic*,KEYHOLE SAND DOLLAR,"1,456,511","150,129"
2007,South Atlantic*,KINGFISHES,"356,962","379,747"
2007,South Atlantic*,LADYFISH,"835,656","626,561"
2007,South Atlantic*,LAND HERMIT CRABS,6,3
2007,South Atlantic*,LANTERN BASS,74,151
2007,South Atlantic*,LEATHERJACKETS,"112,570","153,306"
2007,South Atlantic*,LETTUCE SLUG,"20,734","23,863"
2007,South Atlantic*,LINED SEAHORSE,"4,504","17,576"
2007,South Atlantic*,LIONS-PAW SCALLOP,106,109
2007,South Atlantic*,"LOBSTER, CARIBBEAN SPINY","3,760,874","27,013,051"
2007,South Atlantic*,"LOBSTER, SLIPPER",926,604
2007,South Atlantic*,LONGFIN DAMSELFISH,8,12
2007,South Atlantic*,LONGSNOUT BUTTERFLYFISH,16,111
2007,South Atlantic*,LOOKDOWN,"19,402","38,100"
2007,South Atlantic*,LOXORHYNCHUS,"24,894","16,067"
2007,South Atlantic*,"MACKEREL SHARKS, UNCLASSIFIED","8,408","3,245"
2007,South Atlantic*,"MACKEREL, ATLANTIC","18,348","5,357"
2007,South Atlantic*,"MACKEREL, CERO","8,042","8,666"
2007,South Atlantic*,"MACKEREL, KING","3,951,202","6,567,025"
2007,South Atlantic*,"MACKEREL, SPANISH","3,633,525","2,548,180"
2007,South Atlantic*,MANGROVE GAMBUSIA,306,306
2007,South Atlantic*,MANTIS SHRIMPS,79,346
2007,South Atlantic*,MARBLED BLENNY,25,40
2007,South Atlantic*,MARBLED GROUPER,119,229
2007,South Atlantic*,MARGINELLIDAE,100,45
2007,South Atlantic*,MARINE WORM,"4,555","18,154"
2007,South Atlantic*,MEASLED COWRIE,458,811
2007,South Atlantic*,MENIPPE,"3,001,863","26,798,749"
2007,South Atlantic*,MESOGASTROPODA,"1,673",581
2007,South Atlantic*,MIDNIGHT PARROTFISH,21,156
2007,South Atlantic*,MITHRAX,"25,360","23,389"
2007,South Atlantic*,MOJARRAS,"498,879","565,146"
2007,South Atlantic*,"MOONFISH, ATLANTIC","64,350","60,639"
2007,South Atlantic*,"MULLET, STRIPED (LIZA)","6,658,214","4,252,020"
2007,South Atlantic*,"MULLET, WHITE","257,598","170,943"
2007,South Atlantic*,MURICIDAE,770,"1,609"
2007,South Atlantic*,NAKED GOBY,19,37
2007,South Atlantic*,NEEDLEFISH FAMILY,18,55
2007,South Atlantic*,NEON GOBY,"9,460","22,343"
2007,South Atlantic*,NERITIDAE,"28,694","11,495"
2007,South Atlantic*,NIMBLE SPRAY CRAB,"4,284","7,200"
2007,South Atlantic*,NUDIBRANCHS,"14,707","12,543"
2007,South Atlantic*,OCEAN SURGEON,599,"2,614"
2007,South Atlantic*,OCELLATED FROGFISH,3,30
2007,South Atlantic*,OCTOPUS,"1,069","1,320"
2007,South Atlantic*,OILFISH,"9,465","9,866"
2007,South Atlantic*,OLIVIDAE,"1,427",726
2007,South Atlantic*,OPAH,697,837
2007,South Atlantic*,OPHIDIIFORMS,18,111
2007,South Atlantic*,ORANGESPOTTED FILEFISH,18,44
2007,South Atlantic*,"OYSTER, EASTERN","3,029,126","6,827,426"
2007,South Atlantic*,PAGUROIDEA,"16,918","9,710"
2007,South Atlantic*,PALYTHOA,"6,231","7,248"
2007,South Atlantic*,PARROTFISHES,"4,391","7,150"
2007,South Atlantic*,PENAEUS,"1,781,193","8,154,949"
2007,South Atlantic*,PENICILLUS,"19,288","10,296"
2007,South Atlantic*,PEPPERMINT BASS,238,263
2007,South Atlantic*,PEPPERMINT SHRIMP,"537,800","244,150"
2007,South Atlantic*,PERMIT,"14,032","20,659"
2007,South Atlantic*,PINFISH,"89,448","340,430"
2007,South Atlantic*,PINNIDAE,93,"1,230"
2007,South Atlantic*,PIPEFISHES,126,222
2007,South Atlantic*,PLANEHEAD FILEFISH,"1,326","1,009"
2007,South Atlantic*,PLANTS,"1,065","6,353"
2007,South Atlantic*,POLKADOTTED HERMIT,"15,564","7,084"
2007,South Atlantic*,POLYPLACOPHORA,155,912
2007,South Atlantic*,"POMFRETS, UNCLASSIFIED",72,37
2007,South Atlantic*,"POMPANO, AFRICAN","3,260","6,780"
2007,South Atlantic*,"POMPANO, FLORIDA","384,638","1,328,440"
2007,South Atlantic*,"PORGY, JOLTHEAD","5,931","6,307"
2007,South Atlantic*,"PORGY, KNOBBED","2,412","2,183"
2007,South Atlantic*,"PORGY, LITTLEHEAD",105,116
2007,South Atlantic*,"PORGY, RED","147,119","168,911"
2007,South Atlantic*,"PORGY,GRASS","1,548","1,330"
2007,South Atlantic*,PORKFISH,"1,943","4,579"
2007,South Atlantic*,PRINCESS PARROTFISH,181,990
2007,South Atlantic*,PUDDINGWIFE (WRASSE),95,828
2007,South Atlantic*,PUFFERS,706,"1,695"
2007,South Atlantic*,PURPLE REEFFISH,"1,019","1,146"
2007,South Atlantic*,PURPLE-SPINED SEA URCHIN,"1,350","2,013"
2007,South Atlantic*,QUEEN ANGELFISH,"3,875","74,084"
2007,South Atlantic*,QUEEN PARROTFISH,3,32
2007,South Atlantic*,RANELLIDAE,18,18
2007,South Atlantic*,"RAY,STINGRAYS",415,"27,335"
2007,South Atlantic*,RAYS,"8,836","3,151"
2007,South Atlantic*,"RAYS, BUTTERFLY",57,513
2007,South Atlantic*,RED BEADED ANEMONE,"22,076","18,628"
2007,South Atlantic*,RED BREAM,2,3
2007,South Atlantic*,REDBAND PARROTFISH,76,287
2007,South Atlantic*,REDFINGER RUBBLE CRAB,222,99
2007,South Atlantic*,REDLIP BLENNY,38,92
2007,South Atlantic*,REDSPOTTED HAWKFISH,48,104
2007,South Atlantic*,REEF BUTTERFLYFISH,805,"2,323"
2007,South Atlantic*,REEF CROAKER,1,2
2007,South Atlantic*,REEF SCORPIONFISH,467,"1,071"
2007,South Atlantic*,REEF SQUIRRELFISH,505,"2,863"
2007,South Atlantic*,REMORA FAMILY,19,80
2007,South Atlantic*,RINGED ANEMONE,"4,111","3,778"
2007,South Atlantic*,ROCK BEAUTY,"5,022","25,032"
2007,South Atlantic*,ROCK BORING URCHIN,"6,850","4,729"
2007,South Atlantic*,ROCK SHRIMP,"468,238","782,966"
2007,South Atlantic*,"ROSEFISH, BLACKBELLY","1,076","1,129"
2007,South Atlantic*,"RUDDERFISH, BANDED","13,608","10,486"
2007,South Atlantic*,"RUNNER, BLUE","166,648","152,917"
2007,South Atlantic*,SABELLIDAE,276,"2,610"
2007,South Atlantic*,SADDLED BLENNY,228,399
2007,South Atlantic*,SAILFIN BLENNY,980,"2,604"
2007,South Atlantic*,SAND CRABS,"8,114","69,564"
2007,South Atlantic*,SAND DOLLAR,600,300
2007,South Atlantic*,SAND PERCH,"1,118","1,960"
2007,South Atlantic*,"SAND PERCH, DWARF",1,4
2007,South Atlantic*,"SARDINE, SPANISH","1,394,009","258,257"
2007,South Atlantic*,SARGASSUM PIPEFISH,"1,940","4,538"
2007,South Atlantic*,SARGASSUMFISH,17,19
2007,South Atlantic*,"SCAD, BIGEYE","198,240","420,156"
2007,South Atlantic*,"SCAD, ROUND","813,690","551,278"
2007,South Atlantic*,SCALED SARDINE,"53,169","20,738"
2007,South Atlantic*,SCALLOPS,"1,326","3,079"
2007,South Atlantic*,SCALY BRITTLE STAR,"1,170","2,411"
2007,South Atlantic*,SCAMP,"284,229","918,237"
2007,South Atlantic*,SCORPIONFISHES,"3,919","4,537"
2007,South Atlantic*,SCRAWLED COWFISH,"1,211","1,234"
2007,South Atlantic*,SCRAWLED FILEFISH,16,161
2007,South Atlantic*,SCUPS OR PORGIES,"251,036","249,027"
2007,South Atlantic*,SCYLLARIDES,"4,013","21,953"
2007,South Atlantic*,"SEA BASS, BANK",37,29
2007,South Atlantic*,"SEA CUCUMBER, UNCLASSIFIED",42,4
2007,South Atlantic*,"SEA URCHINS, UNCLASSIFIED","6,408","34,212"
2007,South Atlantic*,SEAHORSE GENUS,794,"1,494"
2007,South Atlantic*,SEAROBINS,497,"1,575"
2007,South Atlantic*,"SEATROUT, SAND","4,315","3,505"
2007,South Atlantic*,"SEATROUT, SPOTTED","51,971","113,086"
2007,South Atlantic*,"SEATROUT, WEAKFISH","10,579","14,333"
2007,South Atlantic*,SERGEANT MAJOR,190,329
2007,South Atlantic*,SERPULIDAE,993,"1,216"
2007,South Atlantic*,SESSILE TUNICATES,"5,230","8,387"
2007,South Atlantic*,"SHAD, GIZZARD","90,743","23,557"
2007,South Atlantic*,SHARK EYE,"4,964","1,159"
2007,South Atlantic*,"SHARK, ATLANTIC SHARPNOSE","258,611","97,038"
2007,South Atlantic*,"SHARK, BLACKNOSE","93,589","48,587"
2007,South Atlantic*,"SHARK, BLACKTIP","127,942","37,661"
2007,South Atlantic*,"SHARK, BONNETHEAD","70,092","34,644"
2007,South Atlantic*,"SHARK, BULL","102,361","26,004"
